"","region","category","language","mother_tongue","most_at_home","most_at_work","lang_known"
"2316","Québec","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",15,0,0,20
"2317","Sherbrooke","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,10
"2318","Trois-Rivières","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2319","Montréal","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",100,10,0,175
"2320","Kingston","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,0
"2321","Belleville","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,10
"2322","Peterborough","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2323","Oshawa","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,0
"2324","Toronto","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",50,10,0,105
"2325","Hamilton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,10
"2326","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,5,0,35
"2327","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,25,20,115
"2328","Brantford","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2329","Guelph","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,15
"2330","London","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,5,0,40
"2331","Windsor","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,5,15,60
"2332","Barrie","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2333","Greater Sudbury","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2334","Thunder Bay","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2335","Winnipeg","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,70
"2336","Regina","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2337","Saskatoon","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,0,0,0
"2338","Lethbridge","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",0,40,10,220
"2339","Calgary","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",10,5,0,75
"2340","Edmonton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",10,5,0,20
"2341","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",20,0,0,40
"2342","Kelowna","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,5,0,0
"2343","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,0
"2344","Vancouver","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",30,5,0,75
"2345","Victoria","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.",5,0,0,0
"2346","St. John's","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2347","Halifax","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2348","Moncton","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2349","Saint John","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2350","Saguenay","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2351","Québec","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2352","Sherbrooke","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2353","Trois-Rivières","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2354","Montréal","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2355","Kingston","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2356","Belleville","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2357","Peterborough","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2358","Oshawa","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2359","Toronto","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2360","Hamilton","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2361","St. Catharines - Niagara","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2362","Kitchener - Cambridge - Waterloo","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2363","Brantford","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2364","Guelph","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2365","London","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2366","Windsor","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2367","Barrie","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2368","Greater Sudbury","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2369","Thunder Bay","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2370","Winnipeg","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2371","Regina","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2372","Saskatoon","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2373","Lethbridge","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2374","Calgary","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,15
"2375","Edmonton","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2376","Ottawa - Gatineau","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2377","Kelowna","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2378","Abbotsford - Mission","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,0
"2379","Vancouver","Aboriginal languages","Gitxsan (Gitksan)",50,10,0,50
"2380","Victoria","Aboriginal languages","Gitxsan (Gitksan)",0,0,0,10
"2381","St. John's","Non-Official & Non-Aboriginal languages","Greek",45,0,0,65
"2382","Halifax","Non-Official & Non-Aboriginal languages","Greek",660,245,0,1190
"2383","Moncton","Non-Official & Non-Aboriginal languages","Greek",20,5,0,10
"2384","Saint John","Non-Official & Non-Aboriginal languages","Greek",80,30,0,95
"2385","Saguenay","Non-Official & Non-Aboriginal languages","Greek",5,5,0,10
"2386","Québec","Non-Official & Non-Aboriginal languages","Greek",105,20,0,265
"2387","Sherbrooke","Non-Official & Non-Aboriginal languages","Greek",70,30,0,130
"2388","Trois-Rivières","Non-Official & Non-Aboriginal languages","Greek",70,35,0,110
"2389","Montréal","Non-Official & Non-Aboriginal languages","Greek",37710,18255,515,49440
"2390","Kingston","Non-Official & Non-Aboriginal languages","Greek",350,145,0,465
"2391","Belleville","Non-Official & Non-Aboriginal languages","Greek",195,80,0,290
"2392","Peterborough","Non-Official & Non-Aboriginal languages","Greek",110,15,0,100
"2393","Oshawa","Non-Official & Non-Aboriginal languages","Greek",1195,315,0,1800
"2394","Toronto","Non-Official & Non-Aboriginal languages","Greek",41225,16945,340,60400
"2395","Hamilton","Non-Official & Non-Aboriginal languages","Greek",2070,735,10,2935
"2396","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Greek",700,240,0,890
"2397","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Greek",1325,470,0,1800
"2398","Brantford","Non-Official & Non-Aboriginal languages","Greek",165,55,0,220
"2399","Guelph","Non-Official & Non-Aboriginal languages","Greek",240,90,0,415
"2400","London","Non-Official & Non-Aboriginal languages","Greek",1850,730,10,2730
"2401","Windsor","Non-Official & Non-Aboriginal languages","Greek",1005,380,0,1520
"2402","Barrie","Non-Official & Non-Aboriginal languages","Greek",370,90,0,400
"2403","Greater Sudbury","Non-Official & Non-Aboriginal languages","Greek",130,65,0,235
"2404","Thunder Bay","Non-Official & Non-Aboriginal languages","Greek",130,40,0,185
"2405","Winnipeg","Non-Official & Non-Aboriginal languages","Greek",1185,490,0,1880
"2406","Regina","Non-Official & Non-Aboriginal languages","Greek",545,230,0,875
"2407","Saskatoon","Non-Official & Non-Aboriginal languages","Greek",225,100,0,390
"2408","Lethbridge","Non-Official & Non-Aboriginal languages","Greek",35,5,0,35
"2409","Calgary","Non-Official & Non-Aboriginal languages","Greek",1590,500,10,2490
"2410","Edmonton","Non-Official & Non-Aboriginal languages","Greek",1080,375,0,1580
"2411","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Greek",2295,665,10,3365
"2412","Kelowna","Non-Official & Non-Aboriginal languages","Greek",140,40,0,220
"2413","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Greek",85,20,0,155
"2414","Vancouver","Non-Official & Non-Aboriginal languages","Greek",4880,1730,60,7230
"2415","Victoria","Non-Official & Non-Aboriginal languages","Greek",315,50,0,525
"2416","St. John's","Non-Official & Non-Aboriginal languages","Gujarati",60,25,0,45
"2417","Halifax","Non-Official & Non-Aboriginal languages","Gujarati",170,95,0,195
"2418","Moncton","Non-Official & Non-Aboriginal languages","Gujarati",25,10,0,10
"2419","Saint John","Non-Official & Non-Aboriginal languages","Gujarati",20,15,0,25
"2420","Saguenay","Non-Official & Non-Aboriginal languages","Gujarati",0,0,0,0
"2421","Québec","Non-Official & Non-Aboriginal languages","Gujarati",20,15,0,25
"2422","Sherbrooke","Non-Official & Non-Aboriginal languages","Gujarati",5,0,0,15
"2423","Trois-Rivières","Non-Official & Non-Aboriginal languages","Gujarati",0,0,0,0
"2424","Montréal","Non-Official & Non-Aboriginal languages","Gujarati",6000,3805,20,7830
"2425","Kingston","Non-Official & Non-Aboriginal languages","Gujarati",175,75,10,280
"2426","Belleville","Non-Official & Non-Aboriginal languages","Gujarati",110,70,0,160
"2427","Peterborough","Non-Official & Non-Aboriginal languages","Gujarati",205,125,10,290
"2428","Oshawa","Non-Official & Non-Aboriginal languages","Gujarati",850,415,10,1135
"2429","Toronto","Non-Official & Non-Aboriginal languages","Gujarati",64115,38270,615,87570
"2430","Hamilton","Non-Official & Non-Aboriginal languages","Gujarati",1950,1080,30,2530
"2431","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Gujarati",585,360,0,720
"2432","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Gujarati",2775,1675,25,3370
"2433","Brantford","Non-Official & Non-Aboriginal languages","Gujarati",260,185,0,355
"2434","Guelph","Non-Official & Non-Aboriginal languages","Gujarati",620,415,10,705
"2435","London","Non-Official & Non-Aboriginal languages","Gujarati",750,375,0,985
"2436","Windsor","Non-Official & Non-Aboriginal languages","Gujarati",750,475,0,935
"2437","Barrie","Non-Official & Non-Aboriginal languages","Gujarati",235,190,10,350
"2438","Greater Sudbury","Non-Official & Non-Aboriginal languages","Gujarati",155,100,10,205
"2439","Thunder Bay","Non-Official & Non-Aboriginal languages","Gujarati",90,50,0,65
"2440","Winnipeg","Non-Official & Non-Aboriginal languages","Gujarati",2080,1330,10,2745
"2441","Regina","Non-Official & Non-Aboriginal languages","Gujarati",1220,740,10,1470
"2442","Saskatoon","Non-Official & Non-Aboriginal languages","Gujarati",770,525,0,1135
"2443","Lethbridge","Non-Official & Non-Aboriginal languages","Gujarati",155,115,0,175
"2444","Calgary","Non-Official & Non-Aboriginal languages","Gujarati",5575,3125,20,8590
"2445","Edmonton","Non-Official & Non-Aboriginal languages","Gujarati",5750,3650,60,7515
"2446","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Gujarati",1495,620,0,2290
"2447","Kelowna","Non-Official & Non-Aboriginal languages","Gujarati",45,10,0,45
"2448","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Gujarati",80,30,0,155
"2449","Vancouver","Non-Official & Non-Aboriginal languages","Gujarati",6285,2740,40,10685
"2450","Victoria","Non-Official & Non-Aboriginal languages","Gujarati",140,30,0,195
"2451","St. John's","Aboriginal languages","Gwich'in",0,0,0,0
"2452","Halifax","Aboriginal languages","Gwich'in",0,0,0,0
"2453","Moncton","Aboriginal languages","Gwich'in",0,0,0,0
"2454","Saint John","Aboriginal languages","Gwich'in",0,0,0,0
"2455","Saguenay","Aboriginal languages","Gwich'in",0,0,0,0
"2456","Québec","Aboriginal languages","Gwich'in",0,0,0,0
"2457","Sherbrooke","Aboriginal languages","Gwich'in",0,0,0,0
"2458","Trois-Rivières","Aboriginal languages","Gwich'in",0,0,0,0
"2459","Montréal","Aboriginal languages","Gwich'in",5,0,0,0
"2460","Kingston","Aboriginal languages","Gwich'in",0,0,0,0
"2461","Belleville","Aboriginal languages","Gwich'in",0,0,0,0
"2462","Peterborough","Aboriginal languages","Gwich'in",0,0,0,0
"2463","Oshawa","Aboriginal languages","Gwich'in",0,0,0,0
"2464","Toronto","Aboriginal languages","Gwich'in",0,5,0,0
"2465","Hamilton","Aboriginal languages","Gwich'in",0,0,0,0
"2466","St. Catharines - Niagara","Aboriginal languages","Gwich'in",0,0,0,0
"2467","Kitchener - Cambridge - Waterloo","Aboriginal languages","Gwich'in",0,0,0,0
"2468","Brantford","Aboriginal languages","Gwich'in",0,0,0,0
"2469","Guelph","Aboriginal languages","Gwich'in",0,0,0,0
"2470","London","Aboriginal languages","Gwich'in",0,0,0,0
"2471","Windsor","Aboriginal languages","Gwich'in",0,0,0,0
"2472","Barrie","Aboriginal languages","Gwich'in",0,0,0,0
"2473","Greater Sudbury","Aboriginal languages","Gwich'in",0,0,0,0
"2474","Thunder Bay","Aboriginal languages","Gwich'in",0,0,0,0
"2475","Winnipeg","Aboriginal languages","Gwich'in",0,0,0,0
"2476","Regina","Aboriginal languages","Gwich'in",0,0,0,0
"2477","Saskatoon","Aboriginal languages","Gwich'in",0,0,0,0
"2478","Lethbridge","Aboriginal languages","Gwich'in",0,0,0,0
"2479","Calgary","Aboriginal languages","Gwich'in",5,5,0,0
"2480","Edmonton","Aboriginal languages","Gwich'in",5,0,0,0
"2481","Ottawa - Gatineau","Aboriginal languages","Gwich'in",0,0,0,0
"2482","Kelowna","Aboriginal languages","Gwich'in",0,0,0,0
"2483","Abbotsford - Mission","Aboriginal languages","Gwich'in",0,0,0,0
"2484","Vancouver","Aboriginal languages","Gwich'in",10,0,0,0
"2485","Victoria","Aboriginal languages","Gwich'in",5,0,0,0
"2486","St. John's","Aboriginal languages","Haida",0,0,0,0
"2487","Halifax","Aboriginal languages","Haida",0,0,0,0
"2488","Moncton","Aboriginal languages","Haida",0,0,0,0
"2489","Saint John","Aboriginal languages","Haida",0,0,0,0
"2490","Saguenay","Aboriginal languages","Haida",0,0,0,0
"2491","Québec","Aboriginal languages","Haida",0,0,0,0
"2492","Sherbrooke","Aboriginal languages","Haida",0,0,0,0
"2493","Trois-Rivières","Aboriginal languages","Haida",0,0,0,0
"2494","Montréal","Aboriginal languages","Haida",0,0,0,0
"2495","Kingston","Aboriginal languages","Haida",0,0,0,0
"2496","Belleville","Aboriginal languages","Haida",0,0,0,0
"2497","Peterborough","Aboriginal languages","Haida",0,0,0,0
"2498","Oshawa","Aboriginal languages","Haida",0,0,0,0
"2499","Toronto","Aboriginal languages","Haida",5,0,0,0
"2500","Hamilton","Aboriginal languages","Haida",0,0,0,0
"2501","St. Catharines - Niagara","Aboriginal languages","Haida",0,0,0,0
"2502","Kitchener - Cambridge - Waterloo","Aboriginal languages","Haida",0,0,0,0
"2503","Brantford","Aboriginal languages","Haida",0,0,0,0
"2504","Guelph","Aboriginal languages","Haida",0,0,0,0
"2505","London","Aboriginal languages","Haida",0,0,0,0
"2506","Windsor","Aboriginal languages","Haida",0,0,0,0
"2507","Barrie","Aboriginal languages","Haida",0,0,0,0
"2508","Greater Sudbury","Aboriginal languages","Haida",0,0,0,0
"2509","Thunder Bay","Aboriginal languages","Haida",0,0,0,0
"2510","Winnipeg","Aboriginal languages","Haida",0,0,0,0
"2511","Regina","Aboriginal languages","Haida",0,0,0,0
"2512","Saskatoon","Aboriginal languages","Haida",0,0,0,0
"2513","Lethbridge","Aboriginal languages","Haida",0,0,0,10
"2514","Calgary","Aboriginal languages","Haida",0,0,0,0
"2515","Edmonton","Aboriginal languages","Haida",5,0,0,0
"2516","Ottawa - Gatineau","Aboriginal languages","Haida",0,0,0,0
"2517","Kelowna","Aboriginal languages","Haida",0,0,0,0
"2518","Abbotsford - Mission","Aboriginal languages","Haida",0,0,0,0
"2519","Vancouver","Aboriginal languages","Haida",10,5,0,60
"2520","Victoria","Aboriginal languages","Haida",0,0,0,0
"2521","St. John's","Aboriginal languages","Haisla",0,0,0,0
"2522","Halifax","Aboriginal languages","Haisla",0,0,0,0
"2523","Moncton","Aboriginal languages","Haisla",0,0,0,0
"2524","Saint John","Aboriginal languages","Haisla",0,0,0,0
"2525","Saguenay","Aboriginal languages","Haisla",0,0,0,0
"2526","Québec","Aboriginal languages","Haisla",0,0,0,0
"2527","Sherbrooke","Aboriginal languages","Haisla",0,0,0,0
"2528","Trois-Rivières","Aboriginal languages","Haisla",0,0,0,0
"2529","Montréal","Aboriginal languages","Haisla",0,0,0,0
"2530","Kingston","Aboriginal languages","Haisla",0,0,0,0
"2531","Belleville","Aboriginal languages","Haisla",0,0,0,0
"2532","Peterborough","Aboriginal languages","Haisla",0,0,0,0
"2533","Oshawa","Aboriginal languages","Haisla",0,0,0,0
"2534","Toronto","Aboriginal languages","Haisla",0,0,0,0
"2535","Hamilton","Aboriginal languages","Haisla",0,0,0,0
"2536","St. Catharines - Niagara","Aboriginal languages","Haisla",0,0,0,0
"2537","Kitchener - Cambridge - Waterloo","Aboriginal languages","Haisla",0,0,0,0
"2538","Brantford","Aboriginal languages","Haisla",0,0,0,0
"2539","Guelph","Aboriginal languages","Haisla",0,0,0,0
"2540","London","Aboriginal languages","Haisla",0,0,0,0
"2541","Windsor","Aboriginal languages","Haisla",0,0,0,0
"2542","Barrie","Aboriginal languages","Haisla",0,0,0,0
"2543","Greater Sudbury","Aboriginal languages","Haisla",0,0,0,0
"2544","Thunder Bay","Aboriginal languages","Haisla",0,0,0,0
"2545","Winnipeg","Aboriginal languages","Haisla",0,0,0,0
"2546","Regina","Aboriginal languages","Haisla",0,0,0,0
"2547","Saskatoon","Aboriginal languages","Haisla",0,0,0,0
